"country","year","ciri","cow","polity","unctry","unreg","unsubreg","human_rights_score","physint_sum","repression_sum","civpol_sum","workerrights_practices_sum","workerrights_laws_sum","disap","kill","polpris","tort","bbatrocity","bbatrocity_intensity","assn","formov","dommov","speech","elecsd","rel_free","wecon","wopol","wosoc_p","union_p","barg_p","hour_p","force_p","child_p","wage_p","safe_p","trafficking_p","injud","ngo_freedom","trial_p","wosoc_l","union_l","barg_l","hour_l","force_l","child_l","wage_l","safe_l","trafficking_l","trial_l"
"Spain",2020,593,230,230,724,150,39,NA,7,13,3,NA,NA,2,2,2,1,0,NA,1,2,2,2,2,0,NA,NA,3,1,0,NA,1,1,2,1,1,2,3,3,3,1,2,NA,2,2,2,2,1,3
"El Salvador",2020,266,92,92,222,419,13,NA,2,5,3,NA,NA,0,0,2,0,1,2,2,2,2,0,2,1,NA,NA,3,0,0,NA,1,0,1,0,1,1,2,0,3,1,1,NA,2,1,2,2,1,3
"Kuwait",2020,380,690,690,414,142,145,NA,5,7,2,NA,NA,2,2,0,1,0,NA,0,0,2,1,1,1,NA,NA,1,0,1,NA,0,0,0,1,0,1,1,0,1,1,1,NA,2,2,0,2,0,3
"Liberia",2020,398,450,450,430,2,11,NA,6,9,3,NA,NA,2,1,2,1,0,NA,2,2,1,0,1,1,NA,NA,1,1,1,NA,1,0,1,1,0,0,3,0,1,1,1,NA,2,0,2,1,0,1
"United States of America",2020,662,2,2,840,21,21,NA,3,NA,NA,NA,NA,2,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,1,2,NA,NA,1,2,NA,1,2,NA,2,0,1,2,NA,3
"Armenia",2020,122,371,371,51,142,145,NA,6,9,3,NA,NA,2,1,2,1,0,NA,1,1,1,1,1,1,NA,NA,2,1,1,NA,0,0,1,1,1,0,1,0,3,2,2,NA,1,1,2,2,2,1
"Korea, Republic of",2020,377,732,732,410,142,30,NA,7,14,4,NA,NA,2,2,2,1,0,NA,2,1,2,1,1,1,NA,NA,2,1,1,NA,1,1,1,2,1,1,1,3,3,1,1,NA,2,2,2,2,1,2
"Indonesia",2020,338,850,850,360,142,35,NA,3,4,1,NA,NA,2,1,0,0,0,NA,1,2,1,0,2,0,NA,NA,1,0,0,NA,1,0,0,1,0,0,1,0,1,1,1,NA,2,0,0,2,0,1
"Korea, Democratic People's Republic of",2020,374,731,731,408,142,30,NA,0,0,0,NA,NA,0,0,0,0,1,3,0,0,0,0,0,0,NA,NA,1,0,0,NA,0,1,0,NA,0,0,0,0,2,0,0,NA,2,1,0,1,0,0
"Tunisia",2020,638,616,616,788,2,15,NA,6,8,2,NA,NA,2,2,2,0,0,NA,1,1,1,1,2,0,NA,NA,2,1,0,NA,2,0,1,1,1,2,3,0,2,1,1,NA,2,1,2,1,1,2
"Gabon",2020,290,481,481,266,2,17,NA,5,9,3,NA,NA,1,2,1,1,0,NA,0,0,1,1,0,2,NA,NA,1,1,0,NA,1,1,1,2,1,0,1,1,2,1,1,NA,2,2,2,2,2,3
"Saudi Arabia",2020,554,670,670,682,142,145,NA,0,0,0,NA,NA,0,0,0,0,1,3,0,0,1,0,0,0,NA,NA,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,NA,2,1,2,2,1,1
"Cyprus",2020,236,352,352,196,142,145,NA,7,14,5,NA,NA,2,2,2,1,0,NA,2,2,1,2,2,1,NA,NA,3,1,2,NA,1,2,0,0,0,2,2,2,3,2,2,NA,2,2,0,1,2,3
"Somalia",2020,584,520,520,706,2,14,NA,2,3,1,NA,NA,1,0,1,0,1,1,0,0,0,0,0,1,NA,NA,0,1,1,NA,0,0,0,0,0,0,1,0,0,1,1,NA,2,1,0,0,1,2
"Andorra",2020,110,232,232,20,150,39,NA,8,16,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,3,1,1,NA,2,2,1,2,1,2,3,2,3,1,1,NA,2,2,1,2,1,2
"Slovenia",2020,578,349,349,705,150,39,NA,8,15,4,NA,NA,2,2,2,2,0,NA,1,2,2,2,2,1,NA,NA,3,0,1,NA,1,1,2,1,1,2,1,3,3,1,1,NA,2,2,2,2,1,3
"Mexico",2020,443,70,70,484,419,13,NA,3,5,2,NA,NA,0,1,2,0,0,NA,1,2,1,0,1,1,NA,NA,2,0,0,NA,0,0,1,2,0,1,2,0,3,0,1,NA,2,2,2,2,0,3
"Zambia",2020,695,551,551,894,2,14,NA,5,7,2,NA,NA,2,1,2,0,0,NA,1,2,1,0,0,1,NA,NA,1,0,1,NA,1,0,0,1,1,1,2,0,1,0,1,NA,2,2,1,2,2,3
"Madagascar",2020,416,580,580,450,2,14,NA,4,5,1,NA,NA,2,0,1,1,0,NA,0,1,1,0,1,1,NA,NA,2,0,1,NA,1,0,1,1,0,0,2,0,3,1,1,NA,2,1,2,1,0,1
"Panama",2020,503,95,95,591,419,13,NA,8,15,5,NA,NA,2,2,2,2,0,NA,2,1,1,1,2,2,NA,NA,3,0,2,NA,2,1,0,2,0,1,2,2,3,1,2,NA,2,1,0,2,0,3
"Solomon Islands",2020,581,940,940,90,9,54,NA,8,15,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,1,2,NA,NA,1,0,1,NA,0,0,1,1,1,2,2,1,3,1,1,NA,1,0,2,2,1,2
"Barbados",2020,143,53,53,52,419,29,NA,8,16,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,2,1,1,NA,2,1,0,1,0,2,3,2,2,1,1,NA,2,1,0,2,1,3
"Algeria",2020,107,615,615,12,2,15,NA,6,8,2,NA,NA,2,2,1,1,0,NA,1,1,1,1,1,0,NA,NA,1,0,0,NA,0,0,1,1,0,0,1,0,2,1,0,NA,2,1,1,2,0,1
"Saint Vincent and the Grenadines",2020,542,57,57,670,419,29,NA,8,17,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,3,1,1,NA,1,1,1,1,1,2,2,3,3,1,1,NA,2,1,1,2,0,3
"Moldova",2020,449,359,359,498,150,151,NA,4,6,2,NA,NA,2,1,1,0,0,NA,0,2,1,1,1,1,NA,NA,2,0,1,NA,0,1,0,2,0,1,1,0,2,1,1,NA,2,2,1,2,0,3
"Croatia",2020,230,344,344,191,150,39,NA,7,14,4,NA,NA,2,2,2,1,0,NA,2,2,2,2,2,0,NA,NA,3,1,2,NA,2,1,1,2,1,1,3,3,3,1,2,NA,2,2,2,2,1,3
"Iraq",2020,344,645,645,368,142,145,NA,0,1,1,NA,NA,0,0,0,0,1,3,1,1,0,0,0,0,NA,NA,0,0,0,NA,1,0,1,1,0,0,0,0,1,0,1,NA,2,1,2,1,0,2
"Georgia",2020,296,372,372,268,142,145,NA,5,8,3,NA,NA,2,2,0,1,0,NA,1,0,1,1,1,1,NA,NA,3,1,1,NA,1,1,1,1,2,0,2,0,3,2,1,NA,2,1,1,2,2,2
"Argentina",2020,119,160,160,32,419,5,NA,3,7,3,NA,NA,1,0,2,0,1,1,1,2,2,1,2,1,NA,NA,3,1,2,NA,1,0,1,1,1,1,3,1,3,1,2,NA,2,1,1,2,2,2
"Belgium",2020,149,211,211,56,150,155,NA,7,14,4,NA,NA,2,2,2,1,0,NA,2,2,2,1,2,1,NA,NA,3,2,1,NA,1,2,1,2,2,2,3,3,3,2,2,NA,2,2,2,2,2,3
"Brunei",2020,173,835,835,96,142,35,NA,8,11,2,NA,NA,2,2,2,2,0,NA,1,1,1,1,0,0,NA,NA,1,1,0,NA,0,1,0,0,0,0,1,1,1,1,0,NA,2,1,0,0,1,1
"France",2020,287,220,220,250,150,155,NA,6,11,3,NA,NA,2,2,2,0,0,NA,1,2,0,1,2,1,NA,NA,3,1,1,NA,2,1,2,2,2,2,3,2,3,2,1,NA,2,1,2,2,2,3
"Benin",2020,155,434,434,204,2,11,NA,4,8,3,NA,NA,2,1,1,0,0,NA,0,1,2,1,0,2,NA,NA,1,0,1,NA,0,0,0,0,0,1,1,1,1,0,1,NA,1,0,0,1,1,1
"Netherlands",2020,476,210,210,528,150,155,NA,7,14,4,NA,NA,2,2,2,1,0,NA,2,2,2,1,2,1,NA,NA,3,2,2,NA,2,1,1,2,0,2,3,3,3,2,2,NA,2,1,1,2,0,3
"Tanzania",2020,623,510,510,834,2,14,NA,3,5,2,NA,NA,1,1,0,1,0,NA,1,1,2,0,1,1,NA,NA,0,0,1,NA,1,0,0,1,1,0,1,0,0,0,1,NA,2,1,0,2,1,1
"Sudan",2020,599,625,625,736,2,15,NA,3,5,2,NA,NA,1,1,0,1,0,NA,1,2,2,1,1,0,NA,NA,0,1,1,NA,1,0,1,1,0,1,1,0,0,1,2,NA,2,1,1,1,0,0
"Gambia, The",2020,293,420,420,270,2,11,NA,7,12,4,NA,NA,2,2,2,1,0,NA,1,2,0,1,2,2,NA,NA,1,0,1,NA,1,0,1,1,1,1,2,1,1,1,1,NA,2,0,1,2,2,3
"Sri Lanka",2020,596,780,780,144,142,62,NA,3,5,2,NA,NA,2,1,0,0,0,NA,1,2,2,0,2,1,NA,NA,1,0,1,NA,0,0,1,1,0,2,2,0,1,1,1,NA,2,1,2,2,1,1
"Eswatini",2020,605,572,572,233,150,154,NA,5,6,1,NA,NA,2,1,1,1,0,NA,0,2,2,0,1,1,NA,NA,0,1,1,NA,1,1,0,0,1,1,2,0,0,2,1,NA,2,1,0,0,2,2
"Montenegro",2020,458,341,347,499,150,39,NA,5,11,4,NA,NA,2,2,1,0,0,NA,2,2,2,1,1,1,NA,NA,2,0,1,NA,1,0,0,2,0,1,1,2,3,2,1,NA,2,2,2,2,0,3
"Haiti",2020,323,41,41,332,419,29,NA,6,8,2,NA,NA,2,1,2,1,0,NA,1,2,1,0,1,1,NA,NA,2,0,1,NA,1,0,1,1,0,0,3,0,2,1,1,NA,1,0,2,1,0,1
"Suriname",2020,602,115,115,740,419,5,NA,7,13,5,NA,NA,2,2,2,1,0,NA,2,2,2,1,1,2,NA,NA,2,1,2,NA,2,1,1,2,1,1,2,1,2,1,2,NA,2,1,1,2,2,1
"Burundi",2020,185,516,516,108,2,14,NA,0,0,0,NA,NA,0,0,0,0,1,3,0,1,0,0,0,0,NA,NA,1,1,0,NA,0,1,1,0,0,0,0,0,2,1,1,NA,2,1,1,2,1,1
"Taiwan",2020,617,713,713,NA,142,30,NA,8,16,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,1,2,NA,NA,2,1,1,NA,1,1,0,2,1,2,3,2,3,2,1,NA,2,1,0,2,1,3
"Guyana",2020,320,110,110,328,419,5,NA,6,13,6,NA,NA,2,1,2,1,0,NA,2,2,1,2,2,2,NA,NA,1,0,0,NA,1,0,1,1,0,1,2,1,3,1,1,NA,2,1,2,2,0,2
"Sweden",2020,608,380,380,752,150,154,NA,8,17,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,3,1,2,NA,0,1,2,2,1,2,3,3,3,1,2,NA,2,1,2,2,2,3
"Cameroon",2020,191,471,471,120,2,17,NA,1,1,0,NA,NA,1,0,0,0,1,2,0,1,0,0,1,0,NA,NA,0,0,1,NA,0,1,1,2,1,0,0,0,1,1,1,NA,2,1,1,2,1,1
"Ecuador",2020,260,130,130,218,419,5,NA,6,9,3,NA,NA,2,1,2,1,0,NA,1,2,2,1,2,1,NA,NA,2,1,0,NA,1,0,1,1,1,1,3,0,3,1,1,NA,2,2,2,2,1,2
"Germany",2020,299,255,260,276,150,155,NA,7,12,2,NA,NA,2,2,2,1,0,NA,1,2,2,1,2,0,NA,NA,3,2,2,NA,1,1,1,2,1,2,3,3,3,2,2,NA,2,1,1,2,2,3
"Mozambique",2020,464,541,541,508,2,14,NA,4,8,3,NA,NA,1,0,2,1,0,NA,1,2,2,0,0,2,NA,NA,1,0,1,NA,1,0,1,1,0,1,1,1,2,0,1,NA,1,1,2,2,0,3
"Malaysia",2020,422,820,820,458,142,35,NA,6,8,2,NA,NA,2,1,2,1,0,NA,1,1,0,1,1,0,NA,NA,0,0,0,NA,1,0,0,2,0,0,1,0,1,0,0,NA,2,1,0,2,0,1
"Marshall Islands",2020,434,983,983,584,9,57,NA,7,16,6,NA,NA,2,2,2,1,0,NA,2,0,2,2,1,2,NA,NA,2,1,0,NA,2,1,1,2,0,2,3,3,3,1,0,NA,2,1,1,2,0,3
"Canada",2020,194,20,20,124,21,21,NA,6,14,5,NA,NA,2,1,2,1,0,NA,2,2,2,2,2,1,NA,NA,3,2,2,NA,1,1,0,2,2,2,3,3,3,2,2,NA,2,1,1,2,2,3
"Bolivia",2020,161,145,145,68,419,5,NA,4,8,4,NA,NA,2,2,0,0,0,NA,1,0,1,1,0,2,NA,NA,1,0,1,NA,0,0,1,0,0,0,1,0,3,1,2,NA,2,2,2,1,1,2
"Seychelles",2020,566,591,591,690,2,14,NA,8,15,4,NA,NA,2,2,2,2,0,NA,1,2,2,1,0,2,NA,NA,3,0,1,NA,0,1,1,1,0,2,3,3,3,1,1,NA,2,1,2,2,0,3
"Togo",2020,629,461,461,768,2,11,NA,4,8,2,NA,NA,2,1,1,0,0,NA,0,2,1,0,1,2,NA,NA,0,1,1,NA,1,0,1,0,1,0,1,2,0,1,1,NA,2,1,2,2,1,3
"New Zealand",2020,479,920,920,554,9,53,NA,8,17,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,3,0,1,NA,1,0,2,2,0,2,3,3,3,0,1,NA,2,0,2,2,0,3
"Senegal",2020,557,433,433,686,2,11,NA,6,11,4,NA,NA,2,1,2,1,0,NA,1,1,2,1,2,2,NA,NA,1,1,1,NA,0,0,1,1,0,0,2,1,3,1,1,NA,1,1,2,2,1,2
"Guinea",2020,314,438,438,324,2,11,NA,2,5,3,NA,NA,2,0,0,0,1,2,0,1,0,1,0,2,NA,NA,0,1,0,NA,1,0,0,1,1,0,2,0,0,2,1,NA,2,0,1,2,2,2
"Turkey",2020,641,640,640,792,142,145,NA,2,3,1,NA,NA,1,1,0,0,0,NA,1,0,0,0,0,0,NA,NA,2,0,0,NA,2,1,1,1,0,0,0,0,3,1,0,NA,2,1,2,1,1,1
"Mauritania",2020,437,435,435,478,2,11,NA,6,8,2,NA,NA,2,1,2,1,0,NA,1,0,1,1,1,0,NA,NA,1,0,1,NA,1,0,1,2,0,0,1,0,1,0,1,NA,2,0,1,2,0,0
"Venezuela",2020,674,101,101,862,419,5,NA,0,0,0,NA,NA,0,0,0,0,1,3,0,0,1,0,0,0,NA,NA,3,0,0,NA,1,0,0,0,0,0,0,0,3,0,0,NA,2,1,1,1,0,3
"Kiribati",2020,371,946,946,296,9,57,NA,8,14,5,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,1,NA,NA,2,2,1,NA,2,0,2,1,1,2,3,1,2,2,1,NA,2,0,2,2,1,2
"Grenada",2020,308,55,55,308,419,29,NA,8,15,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,3,2,1,NA,2,0,2,2,1,2,3,1,3,2,1,NA,2,1,2,2,1,2
"Luxembourg",2020,410,212,212,442,150,155,NA,8,15,4,NA,NA,2,2,2,2,0,NA,2,2,2,1,2,1,NA,NA,3,2,2,NA,2,1,1,2,0,2,3,3,3,2,2,NA,2,2,1,2,1,3
"Zimbabwe",2020,698,552,552,716,2,14,NA,2,3,1,NA,NA,2,0,0,0,1,2,0,1,1,0,0,1,NA,NA,0,0,0,NA,1,0,0,0,1,0,1,0,0,1,1,NA,2,1,0,2,1,1
"Palau",2020,500,986,986,585,9,57,NA,8,17,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,2,2,1,NA,1,1,0,1,0,2,3,3,3,1,1,NA,2,2,0,1,0,3
"Sierra Leone",2020,569,451,451,694,2,11,NA,6,10,4,NA,NA,2,0,2,2,0,NA,1,2,2,1,0,2,NA,NA,0,0,1,NA,0,0,0,1,0,0,3,0,1,1,1,NA,2,1,1,1,1,2
"Laos",2020,386,812,812,418,142,35,NA,6,8,2,NA,NA,2,2,1,1,0,NA,0,1,2,0,0,2,NA,NA,1,0,0,NA,1,0,1,1,0,0,1,0,3,0,0,NA,2,0,1,2,0,0
"Lithuania",2020,407,368,368,440,150,154,NA,7,14,4,NA,NA,2,2,2,1,0,NA,1,2,2,1,2,2,NA,NA,3,0,0,NA,2,1,1,2,0,2,3,3,3,1,1,NA,2,2,2,2,1,3
"Malta",2020,431,338,338,470,150,39,NA,8,16,5,NA,NA,2,2,2,2,0,NA,2,2,2,1,2,2,NA,NA,3,2,2,NA,1,0,2,2,0,2,2,3,3,2,2,NA,2,0,2,2,0,3
"Chad",2020,203,483,483,148,2,17,NA,3,4,1,NA,NA,2,0,0,1,1,1,0,2,1,0,0,1,NA,NA,1,1,1,NA,1,1,1,1,0,0,2,0,1,1,1,NA,1,1,1,2,1,1
"Nicaragua",2020,482,93,93,558,419,13,NA,0,0,0,NA,NA,0,0,0,0,1,3,0,2,2,0,0,0,NA,NA,3,0,0,NA,0,0,0,1,0,0,0,0,3,1,1,NA,2,2,0,2,0,1
"Ethiopia",2020,278,530,529,231,2,14,NA,4,6,2,NA,NA,2,0,1,1,0,NA,1,2,2,1,2,0,NA,NA,1,0,1,NA,1,1,0,1,2,1,1,0,1,1,1,NA,2,1,0,1,2,1
"Burkina Faso",2020,179,439,439,854,2,11,NA,2,6,4,NA,NA,0,0,2,0,1,2,1,2,1,1,2,2,NA,NA,1,1,1,NA,0,1,0,2,0,0,2,0,1,1,1,NA,2,1,1,2,1,1
"Uruguay",2020,665,165,165,858,419,5,NA,8,15,6,NA,NA,2,2,2,2,0,NA,2,2,2,2,2,2,NA,NA,2,1,1,NA,2,1,2,2,1,2,3,1,3,1,1,NA,2,1,2,2,2,2
"Philippines",2020,515,840,840,608,142,35,NA,1,4,3,NA,NA,1,0,0,0,1,2,1,1,2,1,1,1,NA,NA,2,1,1,NA,0,0,0,1,0,0,1,0,3,1,1,NA,2,2,0,2,0,3
